link,name,Model Name,Series,Color,Type,user rating,Price,Suitable For,Processor Brand,Processor Name,Processor Generation,Processor Variant,Clock Speed,Number of Cores,Cache,RAM,RAM Type,RAM Frequency,Memory Slots,SSD,SSD Capacity,HDD Capacity,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Graphic Processor,TGP,Screen Size,Screen Resolution,Screen Type,Refresh Rate,Brightness,Weight,Dimensions,Battery Backup,Battery Cell,Power Supply,Operating System,MS Office Provided,Backlit Keyboard,Web Camera
https://www.flipkart.com/hp-omen-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-16-b1351tx-laptop/p/itm5c19c166bd714?pid=COMGCGSTD3BJXTAQ&lid=LSTCOMGCGSTD3BJXTAQV3ECOJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_64&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGCGSTD3BJXTAQ.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) 16-B1351TX Laptop  (16.1 inch, Shadow Black, 2.32 kg, With MS Office)",16-B1351TX,OMEN,Shadow Black,Laptop,,"?1,29,980",Processing & Multitasking,Intel,Core i7,12th Gen,12700H,Max Turbo Frequency Upto 4.7 GHz,14.0,24 MB,16 GB,DDR5,,,Yes,1 TB,,GDDR6,4 GB,NVIDIA GeForce RTX 3050 Ti,,40.89 cm (16.1 inch),1920 x 1080 PIxel,"Full HD, 144 Hz, 7 ms Response Time, IPS, Micro Edge, Anti-glare, Low Blue Light, Brightness: 300 nits, 137 PPI, Color Gamut: 100% sRGB",,,2.32 kg,369 x 248 x 22.5 mm,No,4 Cell,,Windows 11 Home,Yes,Yes,HP Wide Vision 720p HD camera
https://www.flipkart.com/lenovo-thinkbook-15-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-notebook/p/itm713aa0c2ee62e?pid=COMGD43ZVYNJPHKM&lid=LSTCOMGD43ZVYNJPHKMTNXPPV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_65&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGD43ZVYNJPHKM.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"Lenovo THINKBOOK 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) THINKBOOK 15 Notebook  (15.6 inch, Minral Grey, 1.9 kg)",THINKBOOK 15,THINKBOOK 15,Minral Grey,Notebook,,"?53,990",Everyday Use,Intel,Core i3,11th Gen,I3-1115G4,3.00 GHZ,2.0,6MB,8 GB,DDR4,3200 MHz,2,Yes,512 GB,,,,Intel Integrated INTEL UHD,240 W,39.62 cm (15.6 inch),1920 X 1080 pixel,FULL HD,60 Hz,220 Nits,1.9 kg,39.5cms,UP TO 6 HOURS,"3 CELL , 45WHR",65W,Windows 10 Home,No,Yes,YES
https://www.flipkart.com/asus-ryzen-5-quad-core-3rd-gen-8-gb-512-gb-ssd-windows-11-home-m515da-bq512ws-thin-light-laptop/p/itmee3a98524d6f9?pid=COMGDE6KVQWSTEZ3&lid=LSTCOMGDE6KVQWSTEZ3D9HHXC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_66&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGDE6KVQWSTEZ3.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"ASUS Ryzen 5 Quad Core 3rd Gen - (8 GB/512 GB SSD/Windows 11 Home) M515DA-BQ512WS Thin and Light Laptop  (15.6 inch, Transparent Silver, With MS Office)",M515DA-BQ512WS,,Transparent Silver,Thin and Light Laptop,,"?44,900",Everyday Use,AMD,Ryzen 5 Quad Core,3rd Gen,,,,,8 GB,DDR4,,,Yes,512 GB,,DDR4,,AMD Radeon,,39.62 cm (15.6 inch),720x1080 FHD LCD pixel,,,,,,5HR TO 6 HR,,,Windows 11 Home,Yes,,
https://www.flipkart.com/dell-inspiron-pentium-quad-core-8-gb-256-gb-ssd-windows-11-home-3521-thin-light-laptop/p/itm991ecdff0ad82?pid=COMGDD8QRAHJ2ZTP&lid=LSTCOMGDD8QRAHJ2ZTPIPK5GG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_67&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGDD8QRAHJ2ZTP.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"DELL Inspiron Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3521 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 kg, With MS Office)",Inspiron 3521,Inspiron,Platinum Silver,Thin and Light Laptop,,"?36,890",Everyday Use,Intel,Pentium Quad Core,,N5030,1.1 GHz upto max turbo frequency at 3.1 Ghz,4.0,4M,8 GB,DDR4,2666 MHz,2,Yes,256 GB,,,,Intel Integrated UHD,,39.62 cm (15.6 inch),1366 x 768 pixel,HD AG Narrow Border,,,1.8 kg,358 x 235 x 18.9 mm,Upto 7 hours,3 cell,,Windows 11 Home,Yes,No,HD
https://www.flipkart.com/asus-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-k513ea-l501ws-laptop/p/itm0953bb80fc14c?pid=COMGDD74PYYACEGS&lid=LSTCOMGDD74PYYACEGSNZVOXY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_68&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGDD74PYYACEGS.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"ASUS Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L501WS Laptop  (15.6 inch, Hearty GOLD, With MS Office)",VivoBook K15 OLED,,Hearty GOLD,Laptop,,"?66,500",Entertainment,Intel,Core i5,11th Gen,,,,,8 GB,DDR4,,,Yes,256 GB,1 TB,,,Intel Integrated INTEL HD,,39.62 cm (15.6 inch),1080*1920 pixel,,,,,,3 Hours,,,Windows 11 Home,Yes,,
https://www.flipkart.com/asus-ryzen-7-quad-core-10th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rtx3050-4gb-g513ic-hn023ws-gaming-laptop/p/itm57d89bce2cd66?pid=COMGDD4UZGQ4CWXD&lid=LSTCOMGDD4UZGQ4CWXDTJYK5N&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_69&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGDD4UZGQ4CWXD.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"ASUS Ryzen 7 Quad Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RTX3050- 4GB) G513IC-HN023WS Gaming Laptop  (15.6 inch, Gray, With MS Office)",ASUS ROG Strix G15,,Gray,Gaming Laptop,,"?89,590",Gaming,AMD,Ryzen 7 Quad Core,10th Gen,,,,,16 GB,DDR4,,,Yes,512 GB,,DDR5,4 GB,AMD Radeon RTX3050- 4GB,,39.62 cm (15.6 inch),1080*1920 pixel,,,,,,3 Hours,,,Windows 11 Home,Yes,,
https://www.flipkart.com/dell-vostro-5000-series-ryzen-5-quad-core-5-5625u-16-gb-512-gb-ssd-windows-10-home-5625-thin-light-laptop/p/itma5d3ae3edddcb?pid=COMGDAPSW9KDSCRF&lid=LSTCOMGDAPSW9KDSCRFUU7LTJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_70&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGDAPSW9KDSCRF.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"DELL Vostro 5000 Series Ryzen 5 Quad Core Ryzen 5-5625U - (16 GB/512 GB SSD/Windows 10 Home) Vostro 5625 Thin and Light Laptop  (16 inch, Titan Grey, 1.9 kg, With MS Office)",Vostro 5625,Vostro 5000 Series,Titan Grey,Thin and Light Laptop,,"?68,900",Everyday Use,AMD,Ryzen 5 Quad Core,,Ryzen 5-5625U,4.00 GHZ,6.0,16MB,16 GB,DDR4,3200 MHz,2,Yes,512 GB,,,,AMD Radeon Intgrated,10 W,40.64 cm (16 inch),1920 x 1200$$Pixels pixel,FHD+,60 Hz,250 Nits,1.9 kg,15.6mm / 356.78mm / 251.9mm,8 Hours,"4 Cell , 54 Whr",65w Adapter,Windows 10 Home,Yes,Yes,"Yes, FHD Camera"
https://www.flipkart.com/dell-g15-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-4-graphics-nvidia-geforce-rtx-3050ti-g15-5511-gaming-laptop/p/itm3e47551578287?pid=COMG666GXAP7GFES&lid=LSTCOMG666GXAP7GFESHZLBBB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_71&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMG666GXAP7GFES.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"DELL G15 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) G15-5511 Gaming Laptop  (15.6 Inch, Dark Shadow Grey, 2.4 kg, With MS Office)",G15-5511,G15,Dark Shadow Grey,Gaming Laptop,,"?92,490",Gaming,Intel,Core i5,11th Gen,11400H,2.2 GHz to max turbo frequency at 4.5 Ghz,,12 MB,16 GB,DDR4,2933 MHz,2,Yes,512 GB,,GDDR6,4 GB,NVIDIA GeForce RTX 3050Ti,,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD WVA AG 250 nits 120Hz Narrow Border,,,2.4 kg,272 x 357 x 25 mm,Upto 10 Hours,3 cell,,Windows 10,Yes,Yes,HD
https://www.flipkart.com/asus-tuf-gaming-f15-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-fx577ze-hn056w-laptop/p/itm5664b5d10c664?pid=COMGCZUJQFMS3AN9&lid=LSTCOMGCZUJQFMS3AN9B4V63X&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_72&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGCZUJQFMS3AN9.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"ASUS TUF Gaming F15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) FX577ZE-HN056W Gaming Laptop  (15.6 inch, Jaeger Gray, 2.20 kg)",FX577ZE-HN056W,TUF Gaming F15,Jaeger Gray,Gaming Laptop,,"?1,16,990",Gaming,Intel,Core i7,12th Gen,12700H,3.0 GHz upto max turbo frequency at 4.7 GHz,14.0,24,16 GB,DDR5,,,Yes,512 GB,,GDDR6,4 GB,NVIDIA GeForce RTX 3050 Ti,,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, IPS-level, 250nits, Contras 1000:1, NTSC 45%, SRGB 62.50%, Adobe 47.34%, Anti-glare display",,,2.20 kg,354 x 251 x 24.9 mm,,4 cell,200 W AC Adapter,Windows 11 Home,No,Yes,720P HD camera
https://www.flipkart.com/asus-rog-strix-scar-17-core-i9-12th-gen-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-g733zw-ll139ws-gaming-laptop/p/itm0e721469cc7cc?pid=COMGCZUJCBRGXYFX&lid=LSTCOMGCZUJCBRGXYFXT7VNUU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_73&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea124de8-0bf7-40f9-beed-df4cc90be320.COMGCZUJCBRGXYFX.SEARCH&ssid=hpihjptowcg14qgw1653220125141,"ASUS ROG Strix SCAR 17 Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) G733ZW-LL139WS Gaming Laptop  (17.3 inch, Off Black, 2.90 kg, With MS Office)",G733ZW-LL139WS,ROG Strix SCAR 17,Off Black,Gaming Laptop,5.0,"?2,34,990",Gaming,Intel,Core i9,12th Gen,12900H,2.5 GHz upto max turbo frequency at 5.0 Ghz,14.0,24,32 GB,DDR5,,,Yes,1 TB,,GDDR6,8 GB,NVIDIA GeForce RTX 3070 Ti,,43.94 cm (17.3 inch),2560 x 1440 Pixel,"WQHD, IPS-level, 300nits, Contras 1000:1, Anti-glare display",,,2.90 kg,395 x 282 x 28.3 mm,,4 cell,280 W AC Adapter,Windows 11 Home,Yes,Yes,
https://www.flipkart.com/asus-rog-strix-scar-15-core-i9-12th-gen-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-g533zw-ln136ws-gaming-laptop/p/itmd6e8ba35232e4?pid=COMGCZUJVKGPCCYE&lid=LSTCOMGCZUJVKGPCCYEPSSUDZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_74&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea124de8-0bf7-40f9-beed-df4cc90be320.COMGCZUJVKGPCCYE.SEARCH&ssid=hpihjptowcg14qgw1653220125141,"ASUS ROG Strix SCAR 15 Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) G533ZW-LN136WS Gaming Laptop  (15.6 inch, Off Black, 2.30 kg, With MS Office)",G533ZW-LN136WS,ROG Strix SCAR 15,Off Black,Gaming Laptop,,"?2,29,990",Gaming,Intel,Core i9,12th Gen,12900H,2.5 GHz upto max turbo frequency at 5.0 Ghz,14.0,24,32 GB,DDR5,,,Yes,1 TB,,GDDR6,8 GB,NVIDIA GeForce RTX 3070 Ti,,39.62 cm (15.6 inch),2560 x 1440 Pixel,"WQHD, IPS-level, 300nits, Contras 1000:1, Anti-glare display",,,2.30 kg,354 x 259 x 27.2 mm,,4 cell,280 W AC Adapter,Windows 11 Home,Yes,Yes,
https://www.flipkart.com/hp-victus-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-16-e0351ax-gaming-laptop/p/itm3a869e89d6498?pid=COMG8N9HRE7QYYBE&lid=LSTCOMG8N9HRE7QYYBEALDT8F&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_75&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea124de8-0bf7-40f9-beed-df4cc90be320.COMG8N9HRE7QYYBE.SEARCH&ssid=hpihjptowcg14qgw1653220125141,"HP Victus Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 16-e0351AX Gaming Laptop  (16.1 inch, Mica Silver, 2.48 kg, With MS Office)",16-e0351AX,Victus,Mica Silver,Gaming Laptop,,"?1,04,091",Gaming,AMD,Ryzen 7 Octa Core,,5800H,3.2 GHz upto max turbo frequency at 4.4 GHz,8.0,16MB,16 GB,DDR4,,,Yes,512 GB,,GDDR6,4 GB,NVIDIA GeForce RTX 3050,,40.89 cm (16.1 inch),1920 x 1080 PIxel,"Full HD, 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, Brightness: 300 nits, 137 ppi",,,2.48 kg,370 x 262 x 23.5 mm,,4 cell,,Windows 11 Home,Yes,Yes,HP Wide Vision 720p HD camera
https://www.flipkart.com/lenovo-ideapad-gaming-3i-ryzen-7-octa-core-r7-5800h-5th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmbc01bfc64700e?pid=COMGD8Z2J9JH7AAX&lid=LSTCOMGD8Z2J9JH7AAXOJWV00&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_76&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea124de8-0bf7-40f9-beed-df4cc90be320.COMGD8Z2J9JH7AAX.SEARCH&ssid=hpihjptowcg14qgw1653220125141,"Lenovo IdeaPad Gaming 3i Ryzen 7 Octa Core R7-5800H 5th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ACH6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg, With MS Office)",IdeaPad Gaming 3,IdeaPad Gaming 3i,Shadow Black,Gaming Laptop,,"?87,717",Gaming,AMD,Ryzen 7 Octa Core,5th Gen,R7-5800H,3.2 GHz,8.0,16 MB,16 GB,DDR4,3200 MHz,2,Yes,512 GB,,GDDR6,4 GB,NVIDIA GeForce RTX 3050,,39.62 cm (15.6 inch),1920 x 1080 pixel,"Full HD Anti-glare Display, 250nits Brightness, 120Hz, 45 Percent NTSC, DC Dimmer",,250 Nits,2.25 kg,251.9 x?359.6 x?24.2 mm,Upto 4 hours,,Slim Tip 3-pin Power Adapter,Windows 11 Home,Yes,Yes,720p HD with PrivacyShutter
https://www.flipkart.com/lenovo-yoga-slim-7-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-82a300mbin-thin-light-laptop/p/itm8d670bbb74a5b?pid=COMGD8RMGDEUBVSZ&lid=LSTCOMGD8RMGDEUBVSZY8IBIK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_77&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea124de8-0bf7-40f9-beed-df4cc90be320.COMGD8RMGDEUBVSZ.SEARCH&ssid=hpihjptowcg14qgw1653220125141,"Lenovo Yoga Slim 7 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82A300MBIN Thin and Light Laptop  (14 inch, Slate Grey, With MS Office)",Yoga Slim 7 14ITL05,Yoga Slim 7,Slate Grey,Thin and Light Laptop,,"?75,990","Processing & Multitasking, Entertainment, Everyday Use, Performance, Travel & Business",Intel,Core i5,11th Gen,,,,,16 GB,DDR4,,,Yes,512 GB,,,,Intel Integrated Intel,,35.56 cm (14 inch),1080 pixel,Full HD,,,,,Upto 12 Hours,,,Windows 11 Home,Yes,Yes,Yes
https://www.flipkart.com/lenovo-yoga-slim-7-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-14itl05-thin-light-laptop/p/itm4a202e05ce632?pid=COMGD8NWUVM8F5YG&lid=LSTCOMGD8NWUVM8F5YGEYMIMD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_78&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea124de8-0bf7-40f9-beed-df4cc90be320.COMGD8NWUVM8F5YG.SEARCH&ssid=hpihjptowcg14qgw1653220125141,"Lenovo Yoga Slim 7 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop  (14 inch, Slate Grey, 1.36 kg, With MS Office)",Yoga Slim 7,Yoga Slim 7,Slate Grey,Thin and Light Laptop,,"?78,395",Processing & Multitasking,Intel,Core i7,11th Gen,i5 1135G7,2.4 GHz,4.0,8 MB,16 GB,DDR4,3200 MHz,,Yes,512 GB,,,,Intel Integrated Iris Xe Graphics,,35.56 cm (14 inch),1920 x 1080 pixel,"14"" FHD (1920x1080) | IPS Technology | 300Nits Brightness |100% sRGB",,300 Nits,1.36 kg,208.18?x?320.6?x?14.9?mm,Upto 15 hours,,65W USB-C AC Adapter,Windows 11 Home,Yes,Yes,IR + ToF & 720p HD with PrivacyShutter
https://www.flipkart.com/lenovo-v15-celeron-dual-core-4-gb-256-gb-ssd-windows-10-82c30053ih-thin-light-laptop/p/itmbb8fd7d46586e?pid=COMGDF2CDX97JDPC&lid=LSTCOMGDF2CDX97JDPCNUVMWS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_79&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea124de8-0bf7-40f9-beed-df4cc90be320.COMGDF2CDX97JDPC.SEARCH&ssid=hpihjptowcg14qgw1653220125141,"Lenovo Lenovo V15 Celeron Dual Core - (4 GB/256 GB SSD/Windows 10) 82C30053IH Thin and Light Laptop  (15.6 inch, Iron Grey)",82C3(V15-IGL),Lenovo V15,Iron Grey,Thin and Light Laptop,3.0,"?29,290","Everyday Use, Entertainment, Travel & Business, Processing & Multitasking",Intel,Celeron Dual Core,,,,,,4 GB,DDR4,,,Yes,256 GB,,,,Intel Integrated Intel HD,,39.62 cm (15.6 inch),1080 pixel,,,,,,upto 6 hours,,,Windows 10,No,,Yes
https://www.flipkart.com/lenovo-yoga-6-ryzen-7-octa-core-r7-5700u-5th-gen-16-gb-1-tb-ssd-windows-11-home-13alc6-2-1-laptop/p/itm4cabce05238a7?pid=COMGD8Z4UNZNDH2D&lid=LSTCOMGD8Z4UNZNDH2D58DPF3&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_80&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea124de8-0bf7-40f9-beed-df4cc90be320.COMGD8Z4UNZNDH2D.SEARCH&ssid=hpihjptowcg14qgw1653220125141,"Lenovo Yoga 6 Ryzen 7 Octa Core R7-5700U 5th Gen - (16 GB/1 TB SSD/Windows 11 Home) 13ALC6 2 in 1 Laptop  (13.3 inch, Abyss Blue, 1.31 kg, With MS Office)",Yoga 6,Yoga 6,Abyss Blue,2 in 1 Laptop,,"?91,308",Processing & Multitasking,AMD,Ryzen 7 Octa Core,5th Gen,R7-5700U,1.8 GHz,8.0,8 MB,16 GB,DDR4,3200 MHz,,Yes,1 TB,,,,AMD Radeon Integrated AMD Radeon Graphics,,33.78 cm (13.3 inch),1920 x 1080 pixel,"13"" FHD (1920x1080) | IPS Technology | 300 Nits Glossy | Touch",,300 Nits,1.31 kg,208.18?x?320.6?x?15.1?mm,Upto 18 hours,,45 W AC Adapter,Windows 11 Home,Yes,Yes,720p HD with PrivacyShutter
https://www.flipkart.com/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lh-hn310w-laptop/p/itm2aff3fc0e3cbb?pid=COMGD6KGRF4CZ2PB&lid=LSTCOMGD6KGRF4CZ2PBX0TKUT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_81&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea124de8-0bf7-40f9-beed-df4cc90be320.COMGD6KGRF4CZ2PB.SEARCH&ssid=hpihjptowcg14qgw1653220125141,"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LH-HN310W Gaming Laptop  (15.6 inch, Black, 2.30 kg)",TUF Gaming F15,TUF Gaming F15,Black,Gaming Laptop,4.7,"?64,990","Gaming, Entertainment, Processing & Multitasking, Everyday Use, Performance",Intel,Core i5,10th Gen,i5-10300H,2.5 Ghz With Turbo Upto 4.5,4.0,8 MB,8 GB,DDR4,2933 MHz,DDR4 SO-DIMM * 2,Yes,1 TB,,GDDR6,4 GB,NVIDIA GeForce GTX 1650,,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,"15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.1%, Refresh Rate:144Hz, Value IPS-level, Optimus",144 Hz,,2.30 kg,35.9 x 25.6 x 2.47 ~ 2.49 cm,Upto 5 Hrs.,,"150W AC Adapter, Output: 20V DC, 7.5A, 150W, Input: 100~240V AC, 50/60Hz universal",Windows 11 Home,No,Yes,720p HD
https://www.flipkart.com/dell-inspiron-pentium-silver-8-gb-256-gb-ssd-windows-11-home-3521-notebook/p/itm8a3845e0d7c3d?pid=COMGCYF92HFJXHTU&lid=LSTCOMGCYF92HFJXHTUAWJIWY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_82&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea124de8-0bf7-40f9-beed-df4cc90be320.COMGCYF92HFJXHTU.SEARCH&ssid=hpihjptowcg14qgw1653220125141,"DELL Inspiron Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3521 Notebook  (15.6 Inch, Carbon Black, 1.61 Kg, With MS Office)",Inspiron 3521,Inspiron,Carbon Black,Notebook,4.0,"?32,999",Everyday Use,Intel,Pentium Silver,,N5030,3.1,4.0,4,8 GB,DDR4,2666 MHz,2,Yes,256 GB,,,,Intel Integrated UHD Graphics,,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"HD, AG Narrow Border",,,1.61 Kg,358 x 210 x 23.5 mm,Upto 7 hours,3,,Windows 11 Home,Yes,Yes,HD
https://www.flipkart.com/dell-inspiron-athlon-dual-core-3050u-8-gb-256-gb-ssd-windows-11-home-3525-notebook/p/itm96a6101fa53ff?pid=COMGCYF9EZKKPEWD&lid=LSTCOMGCYF9EZKKPEWDXSSFWJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_83&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea124de8-0bf7-40f9-beed-df4cc90be320.COMGCYF9EZKKPEWD.SEARCH&ssid=hpihjptowcg14qgw1653220125141,"DELL Inspiron Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3525 Notebook  (15.6 Inch, Carbon Black, 1.68 Kg, With MS Office)",Inspiron 3525,Inspiron,Carbon Black,Notebook,4.2,"?30,990",Everyday Use,AMD,Athlon Dual Core,,3050U,3.2,2.0,4,8 GB,DDR4,2666 MHz,2,Yes,256 GB,,,,AMD Radeon Radeon Graphics,,39.62 cm (15.6 Inch),1920 x 1080 Pixels,HD AG Narrow Border,,,1.68 Kg,358 x 210 x 23.5 mm,Upto 7 hours,3,,Windows 11 Home,Yes,Yes,HD
