link,name,Model Name,Series,Color,Type,user rating,Price,Suitable For,Processor Brand,Processor Name,Processor Generation,Processor Variant,Clock Speed,Number of Cores,Cache,RAM,RAM Type,RAM Frequency,Memory Slots,SSD,SSD Capacity,HDD Capacity,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Graphic Processor,TGP,Screen Size,Screen Resolution,Screen Type,Refresh Rate,Brightness,Weight,Dimensions,Battery Backup,Battery Cell,Power Supply,Operating System,MS Office Provided,Backlit Keyboard,Web Camera
https://www.flipkart.com/dell-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-g15-5511-gaming-laptop/p/itmdcffc4f447b58?pid=COMGCNDPWEJ4HZZV&lid=LSTCOMGCNDPWEJ4HZZVH8LIHU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_45&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGCNDPWEJ4HZZV.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5511 Gaming Laptop  (15.6 inch, Dark Shadow Grey, 2.65 kg, With MS Office)",G15-5511,,Dark Shadow Grey,Gaming Laptop,,"?74,490",Gaming,Intel,Core i5,11th Gen,11260H,2.6 GHz upto max turbo frequency at 4.4 Ghz,8.0,12,16 GB,DDR4,,2,Yes,512 GB,,GDDR6,4 GB,NVIDIA GeForce RTX 3050,,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display,,,2.65 kg,357 x 272 x 24.9 mm,Upto 10 Hours,3 cell,,Windows 11 Home,Yes,Yes,HD
https://www.flipkart.com/dell-g15-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-g15-5521-se-gaming-laptop/p/itma53867752bad0?pid=COMGDJJYVRDFFVZY&lid=LSTCOMGDJJYVRDFFVZYOQIV3B&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_46&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDJJYVRDFFVZY.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"DELL G15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G15-5521 SE Gaming Laptop  (15.6 Inch, Obsidian Black, 2.57 kg, With MS Office)",G15-5521 SE,G15,Obsidian Black,Gaming Laptop,,"?1,17,490",Gaming,Intel,Core i7,12th Gen,12700H,3.5 GHz upto max turbo frequency at 4.7 Ghz,14.0,24,16 GB,DDR5,4800 Mhz,,Yes,1 TB,,GDDR6,4 GB,NVIDIA GeForce RTX 3050 Ti,,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD WVA AG 165Hz 300 nits Narrow Border,,,2.57 kg,357 x 272 x 26.9 mm,Upto 10 Hours,3 Cell,,Windows 11 Home,Yes,Yes,HD
https://www.flipkart.com/dell-g15-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-g15-5520-gaming-laptop/p/itm77eb3377687fe?pid=COMGDJJYFJ7WC7FH&lid=LSTCOMGDJJYFJ7WC7FH0QIZEE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_47&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDJJYFJ7WC7FH.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G15-5520 Gaming Laptop  (15.6 Inch, Dark Shadow Grey, 2.57 kg, With MS Office)",G15-5520,G15,Dark Shadow Grey,Gaming Laptop,,"?1,04,990",Gaming,Intel,Core i7,12th Gen,12700H,3.5 GHz upto max turbo frequency at 4.7 Ghz,14.0,24,16 GB,DDR5,4800 Mhz,,Yes,512 GB,,GDDR6,4 GB,NVIDIA GeForce RTX 3050 Ti,,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,,,2.57 kg,357 x 272 x 26.9 mm,Upto 10 Hours,3 Cell,,Windows 11 Home,Yes,Yes,HD
https://www.flipkart.com/dell-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-g15-5511-gaming-laptop/p/itm357f38f6c001c?pid=COMGCNDPTF3KU7XW&lid=LSTCOMGCNDPTF3KU7XWJNSAJT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_48&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGCNDPTF3KU7XW.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5511 Gaming Laptop  (15.6 inch, Dark Shadow Grey, 2.65 kg, With MS Office)",G15-5511,,Dark Shadow Grey,Gaming Laptop,,"?69,490",Gaming,Intel,Core i5,11th Gen,11260H,2.6 GHz upto max turbo frequency at 4.4 Ghz,8.0,12,8 GB,DDR4,,2,Yes,512 GB,,GDDR6,4 GB,NVIDIA GeForce RTX 3050,,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display,,,2.65 kg,357 x 272 x 24.9 mm,Upto 10 Hours,3 cell,,Windows 11 Home,Yes,Yes,HD
https://www.flipkart.com/acer-aspire-5-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-a515-56-thin-light-laptop/p/itm12dd44dc68337?pid=COMGCRQZPZ28VKGZ&lid=LSTCOMGCRQZPZ28VKGZLPMFCK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_49&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGCRQZPZ28VKGZ.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"acer Aspire 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-56 Thin and Light Laptop  (15.6 Inch, Pure Silver, 1.65 kg, With MS Office)",A515-56,Aspire 5,Pure Silver,Thin and Light Laptop,4.3,"?49,990","Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",Intel,Core i5,11th Gen,1135G7,"Base Frequency 2.40 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",4.0,8,8 GB,DDR4,,,Yes,512 GB,,,,Intel Integrated Iris Xe,,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD high-brightness Acer ComfyView LED-backlit TFT LCD,,,1.65 kg,363.4 x 238.5 x 17.9 mm,Upto 9.5 hours,3 cell,45 W AC Adapter,Windows 11 Home,Yes,No,720p HD Webcam
https://www.flipkart.com/asus-vivobook-ultra-k15-oled-core-i3-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-k513ea-l322ws-thin-light-laptop/p/itm7495291b310b7?pid=COMGD2ZRVXYM4QPW&lid=LSTCOMGD2ZRVXYM4QPWJLR4JR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_50&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGD2ZRVXYM4QPW.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"ASUS VivoBook Ultra K15 OLED Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L322WS Thin and Light Laptop  (15.6 inch, Indie Black, 1.80 kg, With MS Office)",K513EA-L322WS,VivoBook Ultra K15 OLED,Indie Black,Thin and Light Laptop,,"?50,990",Processing & Multitasking,Intel,Core i3,11th Gen,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,2.0,6,8 GB,DDR4,,,Yes,256 GB,1 TB,,,Intel Integrated UHD,,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, OLED, 0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display",,,1.80 kg,359.0 x 235.0 x 17.9 mm,,3 cell,65 W AC Adapter,Windows 11 Home,Yes,Yes,720P HD camera
https://www.flipkart.com/asus-vivobook-15-core-i3-10th-gen-8-gb-1-tb-hdd-windows-11-home-x515ja-bq302w-thin-light-laptop/p/itm78fce177fde36?pid=COMGDBY5FN8FKCHM&lid=LSTCOMGDBY5FN8FKCHMRZMKIG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_51&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGDBY5FN8FKCHM.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"ASUS VivoBook 15 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) X515JA-BQ302W Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg)",X515JA-BQ302W,VivoBook 15,Transparent Silver,Thin and Light Laptop,3.8,"?30,990",Processing & Multitasking,Intel,Core i3,10th Gen,1005G1,1.2 GHz upto max turbo frequency at 3.4 Ghz,2.0,4,8 GB,DDR4,,,No,,1 TB,,,Intel Integrated UHD,,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, LED Backlit, IPS-level Panel, 45% NTSC Color Gamut, Anti-Glare display",,,1.80 kg,360.2 x 234.9 x 19.9 mm,,2 cell,45W AC Adapter,Windows 11 Home,No,No,VGA Camera
https://www.flipkart.com/asus-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-k513ea-l513ws-laptop/p/itmc255829514fc3?pid=COMGDRQ7YRZAPZD7&lid=LSTCOMGDRQ7YRZAPZD7J2HR3D&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_52&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGDRQ7YRZAPZD7.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"ASUS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K513EA-L513WS Laptop  (15.6 inch, Silver, With MS Office)",VivoBook Ultra K15,,Silver,Laptop,,"?67,949","Performance, Processing & Multitasking, Everyday Use, Entertainment",Intel,Core i5,11th Gen,,,,,16 GB,DDR4,,,Yes,512 GB,,,,Intel Integrated intel,,39.62 cm (15.6 inch),1080*1920 pixel,,,,,,3 Hours,,,Windows 11 Home,Yes,,
https://www.flipkart.com/hp-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-2-graphics-15s-du3519tx-thin-light-laptop/p/itm54837d51f3503?pid=COMGDN5WZZKSNWN5&lid=LSTCOMGDN5WZZKSNWN5VABZ96&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_53&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGDN5WZZKSNWN5.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 15s-du3519TX Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)",15s-du3519TX,,Natural Silver,Thin and Light Laptop,,"?64,990",Processing & Multitasking,Intel,Core i5,11th Gen,1135G7,4.2,4.0,,8 GB,DDR4,3200 MHz,,Yes,512 GB,,GDDR6,2 GB,NVIDIA GeForce MX450,,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"FHD, IPS, micro-edge, anti-glare (Brightness: 250 nits, 141 ppi Color Gamut: 45%NTSC)",,,1.75 Kg,358 x 242 x 19.9 mm,,3,,Windows 11 Home,Yes,Yes,HP True Vision 720p HD camera
https://www.flipkart.com/hp-pavilion-ryzen-7-octa-core-5825u-16-gb-512-gb-ssd-windows-11-home-14-ec1008au-thin-light-laptop/p/itm257b1eb31aa51?pid=COMGDSFCEZCKUGGY&lid=LSTCOMGDSFCEZCKUGGYLZOOT7&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_54&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGDSFCEZCKUGGY.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"HP Pavilion Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1008AU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)",14-EC1008AU,Pavilion,Natural Silver,Thin and Light Laptop,,"?71,999",Processing & Multitasking,AMD,Ryzen 7 Octa Core,,5825U,2.0 GHz upto max turbo frequency at 4.5 Ghz,8.0,16,16 GB,DDR4,,,Yes,512 GB,,,,AMD Radeon AMD,,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, IPS, micro-edge, Antiglare, Low Blue Light, Brightness: 400 nits, 157 ppi, Color Gamut: 100%sRGB",,,1.41 kg,325 x 216 x 17 mm,,3 Cell,,Windows 11 Home,Yes,Yes,HP Wide Vision 720p HD camera
https://www.flipkart.com/hp-pavilion-ryzen-5-hexa-core-5625u-16-gb-512-gb-ssd-windows-11-home-14-ec1019au-thin-light-laptop/p/itma87dcdbbd87a3?pid=COMGDSFCWQY5EFZB&lid=LSTCOMGDSFCWQY5EFZBLSH5DL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_55&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGDSFCWQY5EFZB.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1019AU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)",14-EC1019AU,Pavilion,Natural Silver,Thin and Light Laptop,,"?62,900",Processing & Multitasking,AMD,Ryzen 5 Hexa Core,,5625U,2.4 GHz upto max turbo frequency at 4.3 Ghz,6.0,16,16 GB,DDR4,,,Yes,512 GB,,,,AMD Radeon AMD,,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, IPS, micro-edge, Antiglare, Low Blue Light, Brightness: 400 nits, 157 ppi, Color Gamut: 100%sRGB",,,1.41 kg,325 x 216 x 17 mm,,3 Cell,,Windows 11 Home,Yes,Yes,HP Wide Vision 720p HD camera
https://www.flipkart.com/asus-core-i5-11th-gen-8-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-rtx3050-4g-fx516pcz-hn090t-gaming-laptop/p/itmfc9a26b049130?pid=COMGDFMDAKJH2QV8&lid=LSTCOMGDFMDAKJH2QV8HE7UN5&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_56&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGDFMDAKJH2QV8.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"ASUS Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX RTX3050-4G) FX516PCZ-HN090T Gaming Laptop  (15.6 inch, White)",TUF Dash F15,,White,Gaming Laptop,,"?78,900",Gaming,Intel,Core i5,11th Gen,,,,,8 GB,DDR4,,,Yes,1 TB,,DDR5,4 GB,NVIDIA GeForce RTX RTX3050-4G,,39.62 cm (15.6 inch),1080*1920 pixel,,,,,,3 Hours,,,Windows 10 Home,No,,
https://www.flipkart.com/acer-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-tmb311-31-notebook/p/itmbefaffe20d994?pid=COMGDQHGUHNRQFVV&lid=LSTCOMGDQHGUHNRQFVVGTUGNR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_57&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGDQHGUHNRQFVV.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"acer Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) TMB311-31 Notebook  (11.6 Inch, Black, 1.4 Kg)",Travelmate,,Black,Notebook,,"?24,990","Everyday Use, Performance, Processing & Multitasking, Travel & Business",Intel,Celeron Dual Core,,N4020,2.80,2.0,,4 GB,DDR4,,,Yes,256 GB,,,,Intel Integrated UHD Graphics 600,,29.46 cm (11.6 Inch),1366 x 768 Pixels,"HD, high-brightness Acer ComfyView LED-backlit TFT LCD",,,1.4 Kg,295 x 215 x 20.99 mm,Upto 8 hours,3,45 W AC Adapter,Windows 11 Home,No,No,HD camera
https://www.flipkart.com/acer-celeron-dual-core-4-gb-128-gb-ssd-windows-11-home-tmb311-31-notebook/p/itm6aa758693b829?pid=COMGDQHGXZTMFCXH&lid=LSTCOMGDQHGXZTMFCXHO6DZWK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_58&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGDQHGXZTMFCXH.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"acer Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) TMB311-31 Notebook  (11.6 Inch, Black, 1.4 Kg)",Travelmate,,Black,Notebook,,"?23,990","Everyday Use, Performance, Processing & Multitasking, Travel & Business",Intel,Celeron Dual Core,,N4020,2.80,2.0,,4 GB,DDR4,,,Yes,128 GB,,,,Intel Integrated UHD Graphics 600,,29.46 cm (11.6 Inch),1366 x 768 Pixels,"HD, High-brightness Acer ComfyView LED-backlit TFT LCD",,,1.4 Kg,295 x 215 x 20.99 mm,Upto 8 hours,3,45 W AC Adapter,Windows 11 Home,No,No,HD camera
https://www.flipkart.com/acer-nitro-5-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-an515-57-gaming-laptop/p/itmad93d3d647683?pid=COMGD37VAQKJRQTQ&lid=LSTCOMGD37VAQKJRQTQGEWALO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_59&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGD37VAQKJRQTQ.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"acer Nitro 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) AN515-57 Gaming Laptop  (15.6 inch, Shale Black, 2.2 kg)",AN515-57,Nitro 5,Shale Black,Gaming Laptop,,"?64,990","Entertainment, Everyday Use, Gaming, Performance, Processing & Multitasking, Travel & Business",Intel,Core i5,11th Gen,11400H,"Base Clock 2.70 GHz, Max Turbo Boost Frequency Up to 4.50 GHz",6.0,12,8 GB,DDR4,,,Yes,512 GB,,GDDR6,4 GB,NVIDIA GeForce GTX 1650,,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD, 144 Hz refresh rate (16:9 Aspect Ratio)",,,2.2 kg,363.4 x 255 x 23.9 mm,,4 cell,135W AC Adapter,Windows 11 Home,No,Yes,720p HD Webcam
https://www.flipkart.com/asus-vivobook-14-2021-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-x415ma-bv011w-thin-light-laptop/p/itm8f9bebd99f5c0?pid=COMGBH774UHWUFQF&lid=LSTCOMGBH774UHWUFQFHH2XKA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_60&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGBH774UHWUFQF.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg)",X415MA-BV011W,VivoBook 14 (2021),Transparent Silver,Thin and Light Laptop,4.1,"?25,990",Processing & Multitasking,Intel,Celeron Dual Core,,N4020,1.1 GHz upto max turbo frequency at 2.8 Ghz,2.0,4,4 GB,DDR4,,,Yes,256 GB,,,,Intel Integrated UHD,,35.56 cm (14 inch),1366 x 768 Pixel,"HD 16:9 aspect ratio, 200nits, 45% NTSC color gamut, Anti-glare display",,,1.60 kg,325.4 x 216 x 19.9 mm,,2 cell,33W AC Adapter,Windows 11 Home,No,No,VGA camera
https://www.flipkart.com/acer-aspire-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-a315-58-thin-light-laptop/p/itm8d95bd7a30486?pid=COMGCRQZ9EXVDBHY&lid=LSTCOMGCRQZ9EXVDBHYO5T0LN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_61&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGCRQZ9EXVDBHY.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"acer Aspire 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-58 Thin and Light Laptop  (15.6 Inch, Pure Silver, 1.7 kg, With MS Office)",A315-58,Aspire 3,Pure Silver,Thin and Light Laptop,,"?49,890","Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",Intel,Core i5,11th Gen,1135G7,"Base Frequency 2.40 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",2.0,8,8 GB,DDR4,,,Yes,512 GB,,,,Intel Integrated Iris Xe,,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio",,,1.7 kg,363.4 x 238.4 x 19.9 mm,Upto 9 hours,2 cell,45 W AC Adapter,Windows 11 Home,Yes,No,720p HD Webcam
https://www.flipkart.com/acer-nitro-5-core-i7-12th-gen-16-gb-1-tb-hdd-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-an515-58-gaming-laptop/p/itmbf08089d88cc1?pid=COMGD37VGBNYYGGK&lid=LSTCOMGD37VGBNYYGGKPT5E0I&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_62&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGD37VGBNYYGGK.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"acer Nitro 5 Core i7 12th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) AN515-58 Gaming Laptop  (15.6 inch, Shale Black, 2.6 kg)",AN515-58,Nitro 5,Shale Black,Gaming Laptop,,"?1,09,990","Entertainment, Everyday Use, Gaming, Performance, Processing & Multitasking, Travel & Business",Intel,Core i7,12th Gen,12500H,"Performance-core Max Turbo Frequency Up to 4.70 GHz, Efficient-core Max Turbo Frequency up to 3.50 GHz",14.0,24,16 GB,DDR4,,,Yes,512 GB,1 TB,GDDR6,4 GB,NVIDIA GeForce RTX 3050 Ti,,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD, 144 Hz refresh rate (16:9 Aspect Ratio)",,,2.6 kg,360.4 x 271.09 x 26.9 mm,,4 cell,180 W AC Adapter,Windows 11 Home,No,Yes,720p HD Webcam
https://www.flipkart.com/hp-pavilion-gaming-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-ti-15-ec2048ax-laptop/p/itm26c3661c58019?pid=COMGDJPHCFZHHEXB&lid=LSTCOMGDJPHCFZHHEXBPJOXEW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_63&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.COMGDJPHCFZHHEXB.SEARCH&ssid=4zuv1hdz4pvb55341653220010478,"HP Pavilion Gaming Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) 15-EC2048AX Gaming Laptop  (15.6 Inch, Shadow Black, 1.98 Kg, With MS Office)",15-EC2048AX,Pavilion Gaming,Shadow Black,Gaming Laptop,,"?78,190",Gaming,AMD,Ryzen 5 Hexa Core,,5600H,3.2 GHz upto max turbo frequency at 4.2 Ghz,6.0,16,8 GB,DDR4,,,Yes,512 GB,,GDDR6,4 GB,NVIDIA GeForce RTX 3050 Ti,,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 144 Hz, IPS Anti-Glare Micro-edge WLED-Backlit, Brightness: 250 nits, 141 ppi, Color Gamut: 45% NTSC",,,1.98 Kg,360 x 257 x 23.5 mm,,3 Cell,,Windows 10 Home,Yes,Yes,HP TrueVision HD Camera
