laptop_id,name,external_link,price,price_tier,rating,ram_gb,storage_gb,weight,screen_size,cpu,gpu,gpu_vram_gb,cpu_score,gpu_score,ram_score,perf_score,performance_level,primary_usage,eco_class,estimated_consumption,price_inr
388,"DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (14.96 Inch, Platinum Silver, 1.8 kg, With MS Office)",https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmcc4420f399faf?pid=COMG9NYDK7VGYKU4&lid=LSTCOMG9NYDK7VGYKU4N0GKFO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_389&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDK7VGYKU4.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,5039.0,Entry,4.2,8,256.0,1.8,14.96,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,41990.0
389,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kg, With MS Office)",https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itmc7c75546d5184?pid=COMG9NYDM4TSC8GW&lid=LSTCOMG9NYDM4TSC8GWVPEXAG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_390&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDM4TSC8GW.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,4739.0,Entry,4.1,8,256.0,1.8,15.6,AMD Ryzen 3 Dual Core,AMD Radeon Radeon Graphics,,1,0,1,0.6000000000000001,Low,Études,B,Medium,39490.0
390,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (14.96 Inch, Platinum Silver, 1.8 Kgs, With MS Office)",https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm67ae72acc7ae0?pid=COMG9NYDRSXBZFUG&lid=LSTCOMG9NYDRSXBZFUGGHQIIE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_391&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDRSXBZFUG.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,5279.0,Mid,4.5,8,1280.0,1.8,14.96,AMD Ryzen 3 Dual Core,AMD Radeon Radeon Graphics,,1,0,1,0.6000000000000001,Low,Études,B,Medium,43990.0
391,"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5518 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.64 Kgs, With MS Office)",https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-5518-thin-light-laptop/p/itm22f0e3dac0cab?pid=COMG9NYDUGF7SGWN&lid=LSTCOMG9NYDUGF7SGWNJNH1WY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_392&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDUGF7SGWN.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,8399.0,High,3.8,16,512.0,1.64,15.6,Intel Core i5 11th Gen,Intel Integrated Iris Xe Graphics,,2,0,2,1.2000000000000002,Low,Développement,B,Medium,69990.0
392,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 kg, With MS Office)",https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmd9d1469142a0b?pid=COMG9NYDZ8ZY35CK&lid=LSTCOMG9NYDZ8ZY35CKHDSWNC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_393&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDZ8ZY35CK.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,5879.0,Mid,4.3,8,1280.0,1.8,15.6,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,48990.0
393,"DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 Kg, With MS Office)",https://www.flipkart.com/dell-inspiron-ryzen-5-quad-core-3450u-8-gb-512-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itme452336a0b00d?pid=COMG9QVUMZYBEABM&lid=LSTCOMG9QVUMZYBEABM6ITDZR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_394&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9QVUMZYBEABM.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,5999.0,Mid,4.1,8,512.0,1.8,15.6,AMD Ryzen 5 Quad Core,AMD Radeon,,2,0,1,1.0,Low,Études,B,Medium,49990.0
394,"ASUS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) X712EA-AU521TS Thin and Light Laptop  (17.3 Inch, Transparent Silver, 2.30 KG, With MS Office)",https://www.flipkart.com/asus-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-x712ea-au521ts-thin-light-laptop/p/itm72c53ae6bf028?pid=COMG96ZHXJKVPB8K&lid=LSTCOMG96ZHXJKVPB8K1UP2DS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_395&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG96ZHXJKVPB8K.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,6822.0,Mid,3.5,16,512.0,2.3,17.3,Intel Core i5 11th Gen,Intel Integrated Intel Iris Xe Graphics,,2,0,2,1.2000000000000002,Low,Développement,B,Medium,56850.0
395,"DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 3511 Laptop  (15.6 inch, Platinum Silver, With MS Office)",https://www.flipkart.com/dell-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-2-graphics-3511-laptop/p/itmf85d0c0fd54e6?pid=COMG8GF3YTWBRAHD&lid=LSTCOMG8GF3YTWBRAHD95MEEG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_396&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG8GF3YTWBRAHD.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,8822.0,High,,16,512.0,,15.6,Intel Core i5 11th Gen,NVIDIA GeForce DDR5,2.0,2,1,2,1.6,Medium,Gaming,B,Medium,73519.0
396,"ASUS Vivobook Ultra K15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L313WS Laptop  (15.6 inch, Transparent Silver, 1.8 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-ultra-k15-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-k513ea-l313ws-laptop/p/itm8a7c362bf195a?pid=COMGA22GGPFGPFZP&lid=LSTCOMGA22GGPFGPFZPFJNF0B&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_397&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMGA22GGPFGPFZP.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,6113.0,Mid,5.0,8,512.0,1.8,15.6,Intel Core i3 11th Gen,Intel Integrated Intel UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,50940.0
397,"DELL Inpiron 7501 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics) 7501 Laptop  (15.6 inch, Silver Premium, 1.8 kg, With MS Office)",https://www.flipkart.com/dell-inpiron-7501-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-4-graphics-laptop/p/itm1176ada557308?pid=COMGAY6CJXU64G4T&lid=LSTCOMGAY6CJXU64G4TIZB6X9&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_398&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMGAY6CJXU64G4T.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,9119.0,High,,8,512.0,1.8,15.6,Intel Core i5 10th Gen,NVIDIA GeForce GTX NVIDIA(R) GeForce GTX(R) 1650 Ti 4GB GDDR6,4.0,2,2,1,1.8,Medium,Gaming,B,Medium,75990.0
398,"DELL Ryzen 5 Quad Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3515 Laptop  (15.6 inch, Blue Mist Sparkle, With MS Office)",https://www.flipkart.com/dell-ryzen-5-quad-core-8-gb-1-tb-hdd-256-gb-ssd-windows-10-3515-laptop/p/itm95c688a30788a?pid=COMG9H9SYUPXXEMF&lid=LSTCOMG9H9SYUPXXEMFHXGH2J&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_399&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9H9SYUPXXEMF.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,6239.0,Mid,4.3,8,1280.0,,15.6,AMD Ryzen 5 Quad Core,AMD Radeon Vega 8,,2,0,1,1.0,Low,Études,B,Medium,51990.0
399,"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3511 Laptop  (15.6 inches, Platinum Silver, 1.85 kg, With MS Office)",https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-3511-laptop/p/itm08516df1fdce7?pid=COMGA3FAHFF83GC8&lid=LSTCOMGA3FAHFF83GC8HXVSYP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_400&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMGA3FAHFF83GC8.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,7199.0,Mid,,8,1280.0,1.85,15.6,Intel Core i5 11th Gen,Intel Integrated,,2,0,1,1.0,Low,Études,B,Medium,59990.0
400,"HP Notebook PC Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) G8 240 Thin and Light Laptop  (14 inch, Ash Gray, 1.47 kg)",https://www.flipkart.com/hp-notebook-pc-core-i3-11th-gen-8-gb-1-tb-hdd-windows-10-g8-240-thin-light-laptop/p/itm1414fc9733bf6?pid=COMG9XUYCGWGHZTA&lid=LSTCOMG9XUYCGWGHZTAZAHNZS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_401&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9XUYCGWGHZTA.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,4319.0,Entry,4.0,8,1024.0,1.47,14.0,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,A,Low,35990.0
401,"ASUS VivoBook 15 (2021) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ502WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-15-2021-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-x515ea-ej502ws-thin-light-laptop/p/itm1d88bb23a2484?pid=COMG87FFG6S8ZRXP&lid=LSTCOMG87FFG6S8ZRXPPOZ9DA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_402&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG87FFG6S8ZRXP.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,6239.0,Mid,4.3,8,1280.0,1.8,15.6,Intel Core i5 11th Gen,Intel Integrated Iris Xe,,2,0,1,1.0,Low,Études,B,Medium,51990.0
402,"ASUS VivoBook Ultra 14 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB533WS Thin and Light Laptop  (14 inch, Dreamy White, 1.40 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-ultra-14-2021-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-x413ea-eb533ws-thin-light-laptop/p/itm8290548fba964?pid=COMG87FFMMY7KSHH&lid=LSTCOMG87FFMMY7KSHHR7M3PU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_403&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG87FFMMY7KSHH.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,6719.0,Mid,4.6,16,512.0,1.4,14.0,Intel Core i5 11th Gen,Intel Integrated Iris Xe,,2,0,2,1.2000000000000002,Low,Développement,A,Low,55990.0
403,"ASUS VivoBook Ultra 14 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB531WS Thin and Light Laptop  (14 inch, Cobalt Blue, 1.40 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-ultra-14-2021-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-x413ea-eb531ws-thin-light-laptop/p/itma1fc0024c06bb?pid=COMG87FFQSKZDHTT&lid=LSTCOMG87FFQSKZDHTTYTVK3K&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_404&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG87FFQSKZDHTT.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,6719.0,Mid,4.6,16,512.0,1.4,14.0,Intel Core i5 11th Gen,Intel Integrated Iris Xe,,2,0,2,1.2000000000000002,Low,Développement,A,Low,55990.0
404,"ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L302WS Thin and Light Laptop  (15.6 inch, Indie Black, 1.80 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-k15-oled-2022-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-k513ea-l302ws-thin-light-laptop/p/itmb768764e55ddd?pid=COMG87FFTTGFCKBS&lid=LSTCOMG87FFTTGFCKBS21FXQR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_405&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG87FFTTGFCKBS.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,5759.0,Mid,4.5,8,256.0,1.8,15.6,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,47990.0
405,"ASUS VivoBook Ultra 14 (2022) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB532WS Thin and Light Laptop  (14 inch, Bespoke Black, 1.40 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-ultra-14-2022-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-x413ea-eb532ws-thin-light-laptop/p/itmf6445e8ebf133?pid=COMG87FFYEZW7ZRC&lid=LSTCOMG87FFYEZW7ZRCPD6GGV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_406&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG87FFYEZW7ZRC.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,6719.0,Mid,4.6,16,512.0,1.4,14.0,Intel Core i5 11th Gen,Intel Integrated Iris Xe,,2,0,2,1.2000000000000002,Low,Développement,A,Low,55990.0
406,"ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core 5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) KM513UA-L503WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-k15-oled-2022-ryzen-5-hexa-core-5500u-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-km513ua-l503ws-thin-light-laptop/p/itm72faeb2467ad4?pid=COMG87FFE9RGSKED&lid=LSTCOMG87FFE9RGSKEDSXER3P&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_407&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG87FFE9RGSKED.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,7079.0,Mid,4.4,8,1280.0,1.8,15.6,AMD Ryzen 5 Hexa Core,AMD Radeon AMD,,2,0,1,1.0,Low,Études,B,Medium,58990.0
407,"ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core 5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) KM513UA-L502WS Thin and Light Laptop  (15.6 inch, Indie Black, 1.80 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-k15-oled-2022-ryzen-5-hexa-core-5500u-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-km513ua-l502ws-thin-light-laptop/p/itmbe79f1096e453?pid=COMG87FFPDWUZAKE&lid=LSTCOMG87FFPDWUZAKEIKWIHF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_408&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG87FFPDWUZAKE.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,7079.0,Mid,4.4,8,1280.0,1.8,15.6,AMD Ryzen 5 Hexa Core,AMD Radeon AMD,,2,0,1,1.0,Low,Études,B,Medium,58990.0
408,"DELL Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) 3511 Laptop  (15.6 inch, Carbon Black, With MS Office)",https://www.flipkart.com/dell-core-i3-11th-gen-8-gb-1-tb-hdd-windows-11-home-3511-laptop/p/itmf677d21c38bbe?pid=COMG9GE7EHAN6YC8&lid=LSTCOMG9GE7EHAN6YC8OCIGP2&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_409&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG9GE7EHAN6YC8.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,5099.0,Entry,4.0,8,1024.0,,15.6,Intel Core i3 11th Gen,Intel Integrated,,1,0,1,0.6000000000000001,Low,Études,B,Medium,42490.0
409,"ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L312WS Thin and Light Laptop  (15.6 inch, Indie Black, 1.80 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-k15-oled-2022-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-k513ea-l312ws-thin-light-laptop/p/itm43432ba02fc87?pid=COMG87FFHXJHKNE8&lid=LSTCOMG87FFHXJHKNE823JHOH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_410&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG87FFHXJHKNE8.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,6119.0,Mid,4.5,8,512.0,1.8,15.6,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,50990.0
410,"ASUS VivoBook K15 OLED (2022) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L523WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-k15-oled-2022-core-i5-11th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-11-home-k513ea-l523ws-thin-light-laptop/p/itm391804c2ca1cd?pid=COMG87FFZGV9ZSZM&lid=LSTCOMG87FFZGV9ZSZM7V8Z9R&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_411&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG87FFZGV9ZSZM.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,8399.0,High,4.7,16,1280.0,1.8,15.6,Intel Core i5 11th Gen,Intel Integrated Iris Xe,,2,0,2,1.2000000000000002,Low,Développement,B,Medium,69990.0
411,"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",https://www.flipkart.com/asus-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-x515ea-ej312ws-thin-light-laptop/p/itm516a699ede578?pid=COMG9WH98ZNYXWYH&lid=LSTCOMG9WH98ZNYXWYHCGTMTF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_412&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG9WH98ZNYXWYH.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,4559.0,Entry,4.4,8,256.0,1.8,15.6,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,37990.0
412,"Lenovo Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Laptop  (14 inch, Graphite Grey, With MS Office)",https://www.flipkart.com/lenovo-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-14itl05-laptop/p/itm046040a57ec17?pid=COMG9WTYBQUYBCZP&lid=LSTCOMG9WTYBQUYBCZPIPSNV0&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_413&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG9WTYBQUYBCZP.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,10398.0,Premium,,16,512.0,,14.0,Intel Core i7 11th Gen,Intel Integrated Iris Xe Graphics,,2,0,2,1.2000000000000002,Low,Développement,B,Medium,86648.0
413,"HP Ryzen 7 Quad Core 3rd Gen - (16 GB/512 GB SSD/Windows 10 Home) 13-ay0046AU 2 in 1 Laptop  (13.3 inch, Black)",https://www.flipkart.com/hp-ryzen-7-quad-core-3rd-gen-16-gb-512-gb-ssd-windows-10-home-13-ay0046au-2-1-laptop/p/itm956b1526409fa?pid=COMG9WKZNDHUYZ4R&lid=LSTCOMG9WKZNDHUYZ4R75HRIN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_414&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG9WKZNDHUYZ4R.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,13080.0,Premium,,16,512.0,,13.3,AMD Ryzen 7 Quad Core 3rd Gen,AMD Radeon AMD,,2,0,2,1.2000000000000002,Low,Développement,B,Medium,109000.0
414,"ASUS Vivobook 14 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415FA-BV341T Laptop  (14 inch, Slate Grey, 1.6 kg)",https://www.flipkart.com/asus-vivobook-14-core-i3-10th-gen-8-gb-256-gb-ssd-windows-10-home-x415fa-bv341t-laptop/p/itmb94d03a4d49aa?pid=COMG9XPGQKN8MWY9&lid=LSTCOMG9XPGQKN8MWY92H5X1R&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_415&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG9XPGQKN8MWY9.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,3947.0,Entry,5.0,8,256.0,1.6,14.0,Intel Core i3 10th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,32890.0
