laptop_id,name,external_link,price,price_tier,rating,ram_gb,storage_gb,weight,screen_size,cpu,gpu,gpu_vram_gb,cpu_score,gpu_score,ram_score,perf_score,performance_level,primary_usage,eco_class,estimated_consumption,price_inr
415,"ASUS ExpertBook Core i3 10th Gen - (4 GB/1 TB HDD/DOS) P1545FA-BR281 Business Laptop  (15.6 inch, Slate Grey, 1.80 kg)",https://www.flipkart.com/asus-expertbook-core-i3-10th-gen-4-gb-1-tb-hdd-dos-p1545fa-br281-business-laptop/p/itmec04ebe6840be?pid=COMG9TZYRJZG9GSG&lid=LSTCOMG9TZYRJZG9GSGORJU9J&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_416&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG9TZYRJZG9GSG.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,4158.0,Entry,2.3,4,1024.0,1.8,15.6,Intel Core i3 10th Gen,Intel Integrated HD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,34649.0
416,"ASUS VivoBook 14 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415FA-BV341T Thin and Light Laptop  (14 inch, Slate Grey, 1.80 kg)",https://www.flipkart.com/asus-vivobook-14-core-i3-10th-gen-8-gb-256-gb-ssd-windows-10-home-x415fa-bv341t-thin-light-laptop/p/itm8aefcbefccef8?pid=COMG9UA3ZXFZNGHU&lid=LSTCOMG9UA3ZXFZNGHUXZYTSE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_417&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG9UA3ZXFZNGHU.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,3899.0,Entry,4.3,8,256.0,1.8,14.0,Intel Core i3 10th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,32489.0
417,"ASUS Vivobook 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415EA-EB342WS Notebook  (14 inch, Transparent Silver, 1.6 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-14-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-x415ea-eb342ws-notebook/p/itm398d254bc83ec?pid=COMG9TN5WGUFGZY2&lid=LSTCOMG9TN5WGUFGZY2MXFSQA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_418&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG9TN5WGUFGZY2.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,4197.0,Entry,4.3,8,256.0,1.6,14.0,Intel Core i3 11th Gen,Intel Integrated Intel UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,34979.0
418,"ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD Ryzen 7 5800H 5th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) M3500QC-L1262TS Laptop  (15.6 inch, Quiet Blue, 1.65 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-pro-15-oled-ryzen-7-octa-core-amd-ryzen-5800h-5th-gen-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-m3500qc-l1262ts-laptop/p/itm55a3d4c9938c0?pid=COMG9VQJGATFFFVP&lid=LSTCOMG9VQJGATFFFVPZGCIHQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_419&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG9VQJGATFFFVP.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,10799.0,Premium,,16,1024.0,1.65,15.6,AMD Ryzen 7 Octa Core 5th Gen,NVIDIA GeForce RTX RTX 3050,4.0,3,2,2,2.4,High,Gaming,C,High,89990.0
419,"ASUS ASUS TUF Gaming F15 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10/6 GB Graphics/NVIDIA GeForce RTX 3060) FX566HM-AZ096TS Gaming Laptop  (15.6 inch, Eclipse Gray, 2.30 kg, With MS Office)",https://www.flipkart.com/asus-tuf-gaming-f15-core-i9-11th-gen-16-gb-1-tb-ssd-windows-10-6-gb-graphics-nvidia-geforce-rtx-3060-fx566hm-az096ts-laptop/p/itmd068ec3223a62?pid=COMG9UMZXYRPNNMS&lid=LSTCOMG9UMZXYRPNNMSQKUU6Z&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_420&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG9UMZXYRPNNMS.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,16799.0,Premium,,16,1024.0,2.3,15.6,Intel Core i9 11th Gen,NVIDIA GeForce RTX 3060,6.0,3,3,2,2.8000000000000003,Extreme,Gaming,C,High,139990.0
420,"HP Pavilion Gaming Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15-EC2150AX Gaming Laptop  (15.6 inch, Shadow Black & Ultra Violet, 1.98 kg)",https://www.flipkart.com/hp-pavilion-gaming-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15-ec2150ax-laptop/p/itm18d02dd12a2fa?pid=COMG92FX6AVCM4UF&lid=LSTCOMG92FX6AVCM4UFCX5E8K&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_421&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG92FX6AVCM4UF.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,7079.0,Mid,4.0,8,512.0,1.98,15.6,AMD Ryzen 5 Hexa Core,NVIDIA GeForce GTX 1650,4.0,2,2,1,1.8,Medium,Gaming,B,Medium,58990.0
421,"HP x360 Core i3 11th Gen - (8 GB/256 GB SSD/Chrome OS) 14c-cc0009TU 2 in 1 Laptop  (14 inch, Mineral Silver, 1.49 Kg)",https://www.flipkart.com/hp-x360-core-i3-11th-gen-8-gb-256-gb-ssd-chrome-os-14c-cc0009tu-2-1-laptop/p/itm006f4f45f180f?pid=COMG9FSFSJTM44FA&lid=LSTCOMG9FSFSJTM44FAYF9V4T&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_422&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG9FSFSJTM44FA.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,6047.0,Mid,3.5,8,256.0,1.49,14.0,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,A,Low,50390.0
422,"DELL DELL INSPIRON 3515 2021 SERIES Ryzen 3 Dual Core AMD RYZEN 3 3250U - (8 GB/1 TB HDD/Windows 10) Inspiron 3515 Laptop  (15.6 inch, Carbon Silver, With MS Office)",https://www.flipkart.com/dell-inspiron-3515-2021-series-ryzen-3-dual-core-amd-3250u-8-gb-1-tb-hdd-windows-10-laptop/p/itm7ead5aef90de0?pid=COMG9NQGG5GKY5RE&lid=LSTCOMG9NQGG5GKY5RE8P1THA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_423&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG9NQGG5GKY5RE.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,5279.0,Mid,,8,1024.0,,15.6,AMD Ryzen 3 Dual Core,AMD Radeon Vega 8,,1,0,1,0.6000000000000001,Low,Études,B,Medium,43990.0
423,"HP Spectre x360 14 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Pro) 14-ea0077TU 2 in 1 Laptop  (13.5 inch, Poseidon Blue, 1.34 Kg)",https://www.flipkart.com/hp-spectre-x360-14-intel-evo-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-pro-14-ea0077tu-2-1-laptop/p/itm28146a6285f48?pid=COMG5VYY2HGETJXW&lid=LSTCOMG5VYY2HGETJXWXTU0EX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_424&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG5VYY2HGETJXW.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,18360.0,Premium,,16,1024.0,1.34,13.5,Intel Core i7 11th Gen,Integrated,,2,0,2,1.2000000000000002,Low,Développement,A,Low,152999.0
424,"HP Pavilion Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE0208AU Thin and Light Laptop  (13.3 Inch, Pale Rose Gold, 0.97 Kg, With MS Office)",https://www.flipkart.com/hp-pavilion-ryzen-7-octa-core-5800u-16-gb-1-tb-ssd-windows-11-home-13-be0208au-thin-light-laptop/p/itmf23bd08a9fa3c?pid=COMG8CY8EZG2SHRW&lid=LSTCOMG8CY8EZG2SHRWC1R2FL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_425&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG8CY8EZG2SHRW.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,9575.0,High,,16,1024.0,0.97,13.3,AMD Ryzen 7 Octa Core,AMD Radeon AMD Radeon,,3,0,2,1.6,Medium,Développement,A,Low,79790.0
425,"HP Pavilion Aero Laptop Ryzen 5 Hexa Core 5600U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE0206AU Thin and Light Laptop  (13.3 inch, Natural Silver, 0.97 kg, With MS Office)",https://www.flipkart.com/hp-pavilion-aero-laptop-ryzen-5-hexa-core-5600u-16-gb-512-gb-ssd-windows-11-home-13-be0206au-thin-light/p/itmdfd5a6805f0c2?pid=COMG8EESZCYBNA7H&lid=LSTCOMG8EESZCYBNA7HHOROZR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_426&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG8EESZCYBNA7H.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,7775.0,High,4.2,16,512.0,0.97,13.3,AMD Ryzen 5 Hexa Core,Intel Integrated UHD,,2,0,2,1.2000000000000002,Low,Développement,A,Low,64790.0
426,"HP Pavilion Gaming Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-EC2146AX Gaming Laptop  (15.6 inch, Shadow Black & Ultra Violet, 1.98 kg)",https://www.flipkart.com/hp-pavilion-gaming-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15-ec2146ax-laptop/p/itm585a596ffa1af?pid=COMG92FX5XDCS9DW&lid=LSTCOMG92FX5XDCS9DWLLCEFD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_427&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG92FX5XDCS9DW.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,9599.0,High,3.4,16,512.0,1.98,15.6,AMD Ryzen 7 Octa Core,NVIDIA GeForce RTX 3050,4.0,3,2,2,2.4,High,Gaming,C,High,79990.0
427,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s-ef1001tu Thin and Light Laptop  (14 Inch, Natural Silver, 1.49 Kg, With MS Office)",https://www.flipkart.com/hp-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-14s-ef1001tu-thin-light-laptop/p/itmcf1087d3a3fbc?pid=COMG92FXMBMG6C8G&lid=LSTCOMG92FXMBMG6C8GUPUIXD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_428&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG92FXMBMG6C8G.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,6803.0,Mid,4.3,8,512.0,1.49,14.0,Intel Core i5 11th Gen,Intel Integrated Intel UHD Graphics,,2,0,1,1.0,Low,Études,A,Low,56690.0
428,"HP Pavilion Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050) 15-DK2096TX Gaming Laptop  (15.6 Inch, Shadow Black & Ultra Violet, 2.23 Kg, With MS Office)",https://www.flipkart.com/hp-pavilion-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15-dk2096tx-gaming-laptop/p/itmd0cf8dfd6db3f?pid=COMG92FXUSMW3QZQ&lid=LSTCOMG92FXUSMW3QZQFDE7PZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_429&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG92FXUSMW3QZQ.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,10559.0,Premium,4.7,16,512.0,2.23,15.6,Intel Core i7 11th Gen,NVIDIA GeForce RTX RTX 3050,4.0,2,2,2,2.0,Medium,Gaming,C,High,87990.0
429,"HP x360 Core i5 11th Gen - (8 GB/256 GB SSD/Chrome OS) 14c-cc0010TU Chromebook  (14 inch, Mineral Silver, 1.49 kg)",https://www.flipkart.com/hp-x360-core-i5-11th-gen-8-gb-256-gb-ssd-chrome-os-14c-cc0010tu-chromebook/p/itm140cc855a6ba1?pid=COMG9FSFBZCGXTRT&lid=LSTCOMG9FSFBZCGXTRTC12JRC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_430&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG9FSFBZCGXTRT.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,7247.0,High,,8,256.0,1.49,14.0,Intel Core i5 11th Gen,Intel Integrated Iris Xe,,2,0,1,1.0,Low,Études,A,Low,60390.0
430,"HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16-b0370TX Gaming Laptop  (16.1 inch, Shadow Black, 2.32 kg, With MS Office)",https://www.flipkart.com/hp-omen-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-3070-16-b0370tx-gaming-laptop/p/itm17f839dcfbb18?pid=COMG73Z5HGCZWBGW&lid=LSTCOMG73Z5HGCZWBGWKB5HXX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_431&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG73Z5HGCZWBGW.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,20639.0,Premium,,16,1024.0,2.32,16.1,Intel Core i7 11th Gen,NVIDIA GeForce RTX 3070,8.0,2,3,2,2.4,High,Graphisme,C,High,171990.0
431,"HP Pavilion Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 3050) 15-EC2145AX Gaming Laptop  (15.6 inch, Shadow Black & Ultra Violet, 1.98 kg)",https://www.flipkart.com/hp-pavilion-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-3050-15-ec2145ax-gaming-laptop/p/itmbb28e8f26e4d1?pid=COMG92FXBNZSKYBD&lid=LSTCOMG92FXBNZSKYBDB8CIDK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_432&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=46158e32-5624-4dfa-a1db-76eff1409607.COMG92FXBNZSKYBD.SEARCH&ssid=sesiw09yahz5w4jk1653221642309,8399.0,High,4.5,8,512.0,1.98,15.6,AMD Ryzen 5 Hexa Core,NVIDIA GeForce GTX 3050,4.0,2,2,1,1.8,Medium,Gaming,B,Medium,69990.0
432,"HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv1000TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 Kg, With MS Office)",https://www.flipkart.com/hp-pavilion-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-14-dv1000tu-thin-light-laptop/p/itm13e54631e5634?pid=COMG87FPKWXY5FYZ&lid=LSTCOMG87FPKWXY5FYZLO0TQO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_433&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=7649a81a-551a-4276-a5e3-f411b232dbe1.COMG87FPKWXY5FYZ.SEARCH&ssid=5g4dczqbo7w9pukg1653221728329,7014.0,Mid,4.2,8,512.0,1.41,14.0,Intel Core i5 11th Gen,Intel Integrated Intel Iris Xe Graphics,,2,0,1,1.0,Low,Études,A,Low,58450.0
433,"HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dv1001TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)",https://www.flipkart.com/hp-pavilion-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-14-dv1001tu-thin-light-laptop/p/itmc20c712eaccc5?pid=COMG92FXNJEHP9PF&lid=LSTCOMG92FXNJEHP9PFRSF5OB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_434&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=7649a81a-551a-4276-a5e3-f411b232dbe1.COMG92FXNJEHP9PF.SEARCH&ssid=5g4dczqbo7w9pukg1653221728329,7916.0,High,4.5,16,512.0,1.41,14.0,Intel Core i5 11th Gen,Intel Integrated Iris Xe,,2,0,2,1.2000000000000002,Low,Développement,A,Low,65970.0
434,"DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5515 Gaming Laptop  (14.96 Inch, Specter Green, 2.5 kg, With MS Office)",https://www.flipkart.com/dell-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-10-4-graphics-nvidia-geforce-rtx-3050-g15-5515-gaming-laptop/p/itm337b5cde6d860?pid=COMG97ARZGJ5NKCJ&lid=LSTCOMG97ARZGJ5NKCJXAXWXP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_435&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=7649a81a-551a-4276-a5e3-f411b232dbe1.COMG97ARZGJ5NKCJ.SEARCH&ssid=5g4dczqbo7w9pukg1653221728329,11696.0,Premium,,8,512.0,2.5,14.96,AMD Ryzen 5 Hexa Core,NVIDIA GeForce RTX 3050,4.0,2,2,1,1.8,Medium,Études,B,Medium,97468.0
435,"HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-eg1000TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)",https://www.flipkart.com/hp-pavilion-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15-eg1000tu-thin-light-laptop/p/itm948766a9a1ec4?pid=COMG8EDHBD963DGJ&lid=LSTCOMG8EDHBD963DGJ3UVLSK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_436&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=7649a81a-551a-4276-a5e3-f411b232dbe1.COMG8EDHBD963DGJ.SEARCH&ssid=5g4dczqbo7w9pukg1653221728329,7439.0,High,4.2,8,512.0,1.75,15.6,Intel Core i5 11th Gen,NA Intel Iris Xe Graphics,,2,0,1,1.0,Low,Études,B,Medium,61990.0
436,"ASUS Vivobook Pro 14X OLED (2021) Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050/90 Hz) M7400QC-KM053TS Creator Laptop  (14 Inch, Black, 1.45 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-pro-14x-oled-2021-ryzen-9-octa-core-5900hx-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050-90-hz-m7400qc-km053ts-creator-laptop/p/itmbf117fd9fd78b?pid=COMG8N5PZ8MWR6GB&lid=LSTCOMG8N5PZ8MWR6GBUNNTO0&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_437&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=7649a81a-551a-4276-a5e3-f411b232dbe1.COMG8N5PZ8MWR6GB.SEARCH&ssid=5g4dczqbo7w9pukg1653221728329,13199.0,Premium,4.5,16,1024.0,1.45,14.0,AMD Ryzen 9 Octa Core,NVIDIA GeForce RTX RTX 3050,4.0,3,2,2,2.4,High,Graphisme,B,Medium,109990.0
437,"ASUS Core i7 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-L703TS Thin and Light Laptop  (15.6 inch, Silver, With MS Office)",https://www.flipkart.com/asus-core-i7-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-k513ea-l703ts-thin-light-laptop/p/itm04874b90c6159?pid=COMG99MDNKJFQZGP&lid=LSTCOMG99MDNKJFQZGPDJCDPZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_438&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=7649a81a-551a-4276-a5e3-f411b232dbe1.COMG99MDNKJFQZGP.SEARCH&ssid=5g4dczqbo7w9pukg1653221728329,9900.0,Premium,,8,1280.0,,15.6,Intel Core i7 11th Gen,Intel Integrated intel,,2,0,1,1.0,Low,Études,B,Medium,82500.0
438,"ASUS Vivobook 15 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X509FA-EJ311TS Laptop  (15.6 inch, Transparent Silver, 1.90 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-15-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-x509fa-ej311ts-laptop/p/itmd577e38d8aca8?pid=COMG9HW6BHRBGAWS&lid=LSTCOMG9HW6BHRBGAWS7MUJ7Q&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_439&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=7649a81a-551a-4276-a5e3-f411b232dbe1.COMG9HW6BHRBGAWS.SEARCH&ssid=5g4dczqbo7w9pukg1653221728329,4199.0,Entry,3.9,4,1024.0,1.9,15.6,Intel Core i3 10th Gen,Intel Integrated Intel UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,34990.0
439,"ASUS Vivobook 15 K513 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-L503TS Laptop  (15.6 inch, Silver, 1.8 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-15-k513-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-k513ea-l503ts-laptop/p/itmb5cd38690860d?pid=COMG9HVGFTRCMPXZ&lid=LSTCOMG9HVGFTRCMPXZGSDKZV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_440&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=7649a81a-551a-4276-a5e3-f411b232dbe1.COMG9HVGFTRCMPXZ.SEARCH&ssid=5g4dczqbo7w9pukg1653221728329,7199.0,Mid,,8,1280.0,1.8,15.6,Intel Core i5 11th Gen,Intel Integrated Intel HD Graphics,,2,0,1,1.0,Low,Études,B,Medium,59990.0
440,"MSI Creator Z16 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) Creator Z16 A11UET-272IN Gaming Laptop  (16 inch, Lunar Gray, 2.2 kg)",https://www.flipkart.com/msi-creator-z16-core-i9-11th-gen-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-a11uet-272in-gaming-laptop/p/itm11c15d04c83ab?pid=COMG85AYAKYRNFV2&lid=LSTCOMG85AYAKYRNFV2VLBFSI&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_441&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=7649a81a-551a-4276-a5e3-f411b232dbe1.COMG85AYAKYRNFV2.SEARCH&ssid=5g4dczqbo7w9pukg1653221728329,21599.0,Premium,,16,1024.0,2.2,16.0,Intel Core i9 11th Gen,NVIDIA GeForce RTX 3060,6.0,3,3,2,2.8000000000000003,Extreme,Graphisme,C,High,179990.0
